Wall time,Step,Value
1592945397.383866,368,-151.8000030517578
1592945405.568376,374,-149.83999633789062
1592945409.436836,378,-147.4600067138672
1592945412.923793,380,-148.0399932861328
1592945470.707493,422,-149.7100067138672
1592945472.088493,423,-150.47999572753906
1592945474.342768,425,-150.35000610351562
1592945480.515311,431,-150.13999938964844
1592945491.463922,440,-150.97000122070312
1592945493.354061,442,-151.25
1592945494.531029,443,-151.47999572753906
